"name","price","review_count","rating","est_income","est_total_cost","expected_profit"
"Worms 2: Armageddon","4.99","9870","4.5","$300,000.00","$169,900.00","$130,100.00"
"STREET FIGHTER IV VOLT","4.99","9741","4.5","$300,000.00","$169,900.00","$130,100.00"
"Star Walk - Find Stars And Planets in Sky Above","4.99","8932","4.5","$300,000.00","$169,900.00","$130,100.00"
"iScanner - PDF Document Scanner App","4.99","8675","4.5","$300,000.00","$169,900.00","$130,100.00"
"Hitman GO","4.99","8673","4.5","$300,000.00","$169,900.00","$130,100.00"
"ArtStudio for iPad - Draw Sketch and Paint","4.99","8542","4.5","$300,000.00","$169,900.00","$130,100.00"
"Machinarium","4.99","7919","4.5","$300,000.00","$169,900.00","$130,100.00"
"Alto's Adventure","4.99","7824","4.5","$300,000.00","$169,900.00","$130,100.00"
"Infinite Flight - Flight Simulator","4.99","7100","4.5","$300,000.00","$169,900.00","$130,100.00"
"Junk Jack","4.99","6891","4.5","$300,000.00","$169,900.00","$130,100.00"
"Leo's Fortune","4.99","6776","4.5","$300,000.00","$169,900.00","$130,100.00"
"Star Walk HD - Night Sky Map","4.99","6503","4.5","$300,000.00","$169,900.00","$130,100.00"
"F-Sim Space Shuttle","4.99","6403","4.5","$300,000.00","$169,900.00","$130,100.00"
"Day One Journal","4.99","6380","4.5","$300,000.00","$169,900.00","$130,100.00"
"FreeCell","4.99","6340","4.5","$300,000.00","$169,900.00","$130,100.00"
"Lumino City","4.99","6097","4.5","$300,000.00","$169,900.00","$130,100.00"
"Pocket Tanks Deluxe","4.99","5452","4.5","$300,000.00","$169,900.00","$130,100.00"
"Fantastical 2 for iPhone - Calendar and Reminders","4.99","5405","4.5","$300,000.00","$169,900.00","$130,100.00"
"ProCam 4 - Manual Camera + RAW","4.99","5150","4.5","$300,000.00","$169,900.00","$130,100.00"
"Dictionary.com Premium Dictionary & Thesaurus for iPad","4.99","4922","4.5","$300,000.00","$169,900.00","$130,100.00"
"GoodReader - PDF Reader, Annotator and File Manager","4.99","4756","4.5","$300,000.00","$169,900.00","$130,100.00"
"World of Goo","4.99","4675","4.5","$300,000.00","$169,900.00","$130,100.00"
"djay 2","4.99","4511","4.5","$300,000.00","$169,900.00","$130,100.00"
"Neuroshima Hex","4.99","4378","4.5","$300,000.00","$169,900.00","$130,100.00"
"Runtastic Road Bike GPS Cycling Route Tracker PRO","4.99","3800","4.5","$300,000.00","$169,900.00","$130,100.00"
"Baby Connect (Activity Log)","4.99","3483","4.5","$300,000.00","$169,900.00","$130,100.00"
"Battleheart Legacy","4.99","3376","4.5","$300,000.00","$169,900.00","$130,100.00"
"MEGA MAN X","4.99","3099","4.5","$300,000.00","$169,900.00","$130,100.00"
"Merriam-Webster Dictionary & Thesaurus","4.99","2843","4.5","$300,000.00","$169,900.00","$130,100.00"
"Touchgrind Skate 2","4.99","2816","4.5","$300,000.00","$169,900.00","$130,100.00"
"SimplePlanes","4.99","2767","4.5","$300,000.00","$169,900.00","$130,100.00"
"Coach's Eye - Video Analysis","4.99","2676","4.5","$300,000.00","$169,900.00","$130,100.00"
"Farming Simulator 16","4.99","2637","4.5","$300,000.00","$169,900.00","$130,100.00"
"Due — Reminders, Countdown Timers","4.99","2554","4.5","$300,000.00","$169,900.00","$130,100.00"
"Goat Simulator MMO Simulator","4.99","2277","4.5","$300,000.00","$169,900.00","$130,100.00"
"File Manager Pro App","4.99","2154","4.5","$300,000.00","$169,900.00","$130,100.00"
"Little Inferno HD","4.99","2145","4.5","$300,000.00","$169,900.00","$130,100.00"
"Le Havre (The Harbor)","4.99","2125","4.5","$300,000.00","$169,900.00","$130,100.00"
"Waking Mars","4.99","2101","4.5","$300,000.00","$169,900.00","$130,100.00"
"My Om Nom","4.99","2074","4.5","$300,000.00","$169,900.00","$130,100.00"
"LEGO® The Lord of the Rings™","4.99","2054","4.5","$300,000.00","$169,900.00","$130,100.00"
"Scanner For Me - PDF Scan with OCR for Documents","4.99","1976","4.5","$300,000.00","$169,900.00","$130,100.00"
"MarineTraffic - Ship Tracking","4.99","1782","4.5","$300,000.00","$169,900.00","$130,100.00"
"Reiner Knizia's Tigris & Euphrates","4.99","1777","4.5","$300,000.00","$169,900.00","$130,100.00"
"Tayasui Sketches Pro","4.99","1761","4.5","$300,000.00","$169,900.00","$130,100.00"
"Visage Lab PRO HD: perfect makeup plus face editor","4.99","1760","4.5","$300,000.00","$169,900.00","$130,100.00"
"Paprika Recipe Manager","4.99","1755","4.5","$300,000.00","$169,900.00","$130,100.00"
"80 Days","4.99","1732","4.5","$300,000.00","$169,900.00","$130,100.00"
"Crashlands","4.99","1721","4.5","$300,000.00","$169,900.00","$130,100.00"
"Goat Simulator Waste of Space","4.99","1709","4.5","$300,000.00","$169,900.00","$130,100.00"
"Fitness Point Pro","4.99","1685","4.5","$300,000.00","$169,900.00","$130,100.00"
"Broken Age ™","4.99","1641","4.5","$300,000.00","$169,900.00","$130,100.00"
"ProCamera.","4.99","1525","4.5","$300,000.00","$169,900.00","$130,100.00"
"Runtastic Mountain Bike Ride & Route Tracker PRO","4.99","1520","4.5","$300,000.00","$169,900.00","$130,100.00"
"RoomScan Pro - The app that draws floor plans by itself","4.99","1476","4.5","$300,000.00","$169,900.00","$130,100.00"
"Pixomatic - layer based photo editor","4.99","1396","4.5","$300,000.00","$169,900.00","$130,100.00"
"Deus Ex GO - Puzzle Challenge","4.99","1385","4.5","$300,000.00","$169,900.00","$130,100.00"
"Daily Teachings","4.99","1340","4.5","$300,000.00","$169,900.00","$130,100.00"
"PDF Converter - Convert Documents, Photos to PDF","4.99","1294","4.5","$300,000.00","$169,900.00","$130,100.00"
"Transistor","4.99","1250","4.5","$300,000.00","$169,900.00","$130,100.00"
"Fontmania - Add Artworks & Text to Your Photos!","4.99","1249","4.5","$300,000.00","$169,900.00","$130,100.00"
"Warbits","4.99","1051","4.5","$300,000.00","$169,900.00","$130,100.00"
"FileExplorer Pro - File Manager for Computer, NAS","4.99","1016","4.5","$300,000.00","$169,900.00","$130,100.00"
"Dungeon Village","4.99","1000","4.5","$300,000.00","$169,900.00","$130,100.00"
"Botanicula","4.99","959","4.5","$300,000.00","$169,900.00","$130,100.00"
"Nightgate","4.99","947","4.5","$300,000.00","$169,900.00","$130,100.00"
"Forbidden Island","4.99","923","4.5","$300,000.00","$169,900.00","$130,100.00"
"Paprika Recipe Manager for iPhone","4.99","835","4.5","$300,000.00","$169,900.00","$130,100.00"
"Videon - Video Camera and Editor with Zoom, Pause, Effects, Filters","4.99","818","4.5","$300,000.00","$169,900.00","$130,100.00"
"Pocket Earth PRO Offline Maps & Travel Guides","4.99","748","4.5","$300,000.00","$169,900.00","$130,100.00"
"The Secret To Money","4.99","715","4.5","$300,000.00","$169,900.00","$130,100.00"
"Pocket Academy","4.99","616","4.5","$300,000.00","$169,900.00","$130,100.00"
"Race The Sun","4.99","602","4.5","$300,000.00","$169,900.00","$130,100.00"
"Hot Springs Story","4.99","554","4.5","$300,000.00","$169,900.00","$130,100.00"
"Stop Motion Studio Pro","4.99","537","4.5","$300,000.00","$169,900.00","$130,100.00"
"Space Marshals 2","4.99","524","4.5","$300,000.00","$169,900.00","$130,100.00"
"PAC-MAN Championship Edition DX","4.99","517","4.5","$300,000.00","$169,900.00","$130,100.00"
"buddhify - modern mindfulness for busy lives","4.99","501","4.5","$300,000.00","$169,900.00","$130,100.00"
"Human Resource Machine","4.99","497","4.5","$300,000.00","$169,900.00","$130,100.00"
"LetterSchool - learn to write letters and numbers","4.99","460","4.5","$300,000.00","$169,900.00","$130,100.00"
"Legend of Grimrock","4.99","452","4.5","$300,000.00","$169,900.00","$130,100.00"
"Raiden Legacy","4.99","443","4.5","$300,000.00","$169,900.00","$130,100.00"
"Never Alone: Ki Edition","4.99","408","4.5","$300,000.00","$169,900.00","$130,100.00"
"LEGO® Ninjago™: Shadow of Ronin™","4.99","342","4.5","$300,000.00","$169,900.00","$130,100.00"
"Road Not Taken","4.99","291","4.5","$300,000.00","$169,900.00","$130,100.00"
"Cafeteria Nipponica","4.99","274","4.5","$300,000.00","$169,900.00","$130,100.00"
"A Good Snowman Is Hard To Build","4.99","270","4.5","$300,000.00","$169,900.00","$130,100.00"
"myFitnessSync for Fitbit - Fitbit to Apple Health","4.99","264","4.5","$300,000.00","$169,900.00","$130,100.00"
"Cachly - Simple and powerful Geocaching for iPhone","4.99","263","4.5","$300,000.00","$169,900.00","$130,100.00"
"Star Chart Infinite","4.99","257","4.5","$300,000.00","$169,900.00","$130,100.00"
"Crypt of the NecroDancer Pocket Edition","4.99","247","4.5","$300,000.00","$169,900.00","$130,100.00"
"Rebuild 3: Gangs of Deadsville","4.99","238","4.5","$300,000.00","$169,900.00","$130,100.00"
"Written Legends: Nightmare at Sea HD (Full)","4.99","234","4.5","$300,000.00","$169,900.00","$130,100.00"
"Craft The World - Pocket Edition","4.99","213","4.5","$300,000.00","$169,900.00","$130,100.00"
"Relight - Better Photos","4.99","203","4.5","$300,000.00","$169,900.00","$130,100.00"
"The Hero Project: Redemption Season","4.99","183","4.5","$300,000.00","$169,900.00","$130,100.00"
"Tiny Memories - Photo Editor for Baby Pics","4.99","171","4.5","$300,000.00","$169,900.00","$130,100.00"
"Sorcery! 3","4.99","171","4.5","$300,000.00","$169,900.00","$130,100.00"
"Awesome Voice Recorder Pro - Mp3 Audio Recording","4.99","162","4.5","$300,000.00","$169,900.00","$130,100.00"
"Pocket Stables","4.99","160","4.5","$300,000.00","$169,900.00","$130,100.00"
"Spider: Rite of the Shrouded Moon","4.99","155","4.5","$300,000.00","$169,900.00","$130,100.00"
"Sushi Go!","4.99","145","4.5","$300,000.00","$169,900.00","$130,100.00"
"Hatoful Boyfriend","4.99","137","4.5","$300,000.00","$169,900.00","$130,100.00"
"Tasty Planet: Back for Seconds HD","4.99","135","4.5","$300,000.00","$169,900.00","$130,100.00"
"V for Wikipedia","4.99","134","4.5","$300,000.00","$169,900.00","$130,100.00"
"That Dragon, Cancer","4.99","132","4.5","$300,000.00","$169,900.00","$130,100.00"
"Tormentum - a Point & Click Adventure","4.99","127","4.5","$300,000.00","$169,900.00","$130,100.00"
"DragonBox Elements - Geometry Proofs","4.99","118","4.5","$300,000.00","$169,900.00","$130,100.00"
"ibis Paint - speed painting","4.99","112","4.5","$300,000.00","$169,900.00","$130,100.00"
"Sproggiwood","4.99","105","4.5","$300,000.00","$169,900.00","$130,100.00"
"Choice of the Pirate","4.99","92","4.5","$300,000.00","$169,900.00","$130,100.00"
"Invisible, Inc.","4.99","86","4.5","$300,000.00","$169,900.00","$130,100.00"
"Cosmic-Watch","4.99","85","4.5","$300,000.00","$169,900.00","$130,100.00"
"Archangel Raphael Guidance - Doreen Virtue","4.99","82","4.5","$300,000.00","$169,900.00","$130,100.00"
"Rugby Nations 16","4.99","78","4.5","$300,000.00","$169,900.00","$130,100.00"
"Super City: Special Edition","4.99","78","4.5","$300,000.00","$169,900.00","$130,100.00"
"Putty 3D","4.99","77","4.5","$300,000.00","$169,900.00","$130,100.00"
"Retro City Rampage DX","4.99","68","4.5","$300,000.00","$169,900.00","$130,100.00"
"Hero Generations","4.99","67","4.5","$300,000.00","$169,900.00","$130,100.00"
"Personal Progress Binder","4.99","66","4.5","$300,000.00","$169,900.00","$130,100.00"
"Anime Studio Story","4.99","65","4.5","$300,000.00","$169,900.00","$130,100.00"
"Sorcery! 4","4.99","60","4.5","$300,000.00","$169,900.00","$130,100.00"
"Game Studio Tycoon 3 – Gaming Business Simulation","4.99","58","4.5","$300,000.00","$169,900.00","$130,100.00"
"iScore5-APHG","4.99","52","4.5","$300,000.00","$169,900.00","$130,100.00"
"Primordia","4.99","49","4.5","$300,000.00","$169,900.00","$130,100.00"
"Concrete Jungle","4.99","44","4.5","$300,000.00","$169,900.00","$130,100.00"
"DM2 - The Drum Machine","4.99","40","4.5","$300,000.00","$169,900.00","$130,100.00"
"SnapType Pro","4.99","37","4.5","$300,000.00","$169,900.00","$130,100.00"
"French Tarot","4.99","33","4.5","$300,000.00","$169,900.00","$130,100.00"
"Cryptomator - Cloud Storage Encryption","4.99","32","4.5","$300,000.00","$169,900.00","$130,100.00"
"Smashing The Battle","4.99","30","4.5","$300,000.00","$169,900.00","$130,100.00"
"Mini Synthesizer","4.99","26","4.5","$300,000.00","$169,900.00","$130,100.00"
"Ellipsis - Touch. Explore. Survive.","4.99","23","4.5","$300,000.00","$169,900.00","$130,100.00"
"Tennis Club Story","4.99","22","4.5","$300,000.00","$169,900.00","$130,100.00"
"The Manga Works","4.99","19","4.5","$300,000.00","$169,900.00","$130,100.00"
"Demon Hunter: Chronicles from Beyond (Full)","4.99","17","4.5","$300,000.00","$169,900.00","$130,100.00"
"Stephen Hawking's Pocket Universe","4.99","11","4.5","$300,000.00","$169,900.00","$130,100.00"
"WikiCamps Australia","4.99","10","4.5","$300,000.00","$169,900.00","$130,100.00"
"UBiO","4.99","8","4.5","$300,000.00","$169,900.00","$130,100.00"
"League of Light: Silent Mountain - A Hidden Object Mystery (Full)","6.99","256","5.0","$330,000.00","$201,900.00","$128,100.00"
"The EO Bar","6.99","247","5.0","$330,000.00","$201,900.00","$128,100.00"
"Forbidden Desert","6.99","78","5.0","$330,000.00","$201,900.00","$128,100.00"
"Line Rider iRide™","1.99","21609","3.5","$240,000.00","$115,900.00","$124,100.00"
"Virtual Families","1.99","18920","3.5","$240,000.00","$115,900.00","$124,100.00"
"MotionX GPS","1.99","14970","3.5","$240,000.00","$115,900.00","$124,100.00"
"Pocket God: Journey To Uranus","1.99","6278","3.5","$240,000.00","$115,900.00","$124,100.00"
"iSwap Faces","1.99","2302","3.5","$240,000.00","$115,900.00","$124,100.00"
"Weblock - AdBlock for apps and websites","1.99","1880","3.5","$240,000.00","$115,900.00","$124,100.00"
"Topia World Builder","1.99","1775","3.5","$240,000.00","$115,900.00","$124,100.00"
"Real Fishing 3D","1.99","880","3.5","$240,000.00","$115,900.00","$124,100.00"
"Perchang","1.99","839","3.5","$240,000.00","$115,900.00","$124,100.00"
"City Maps for Minecraft PE - Best Maps for Minecraft Pocket Edition (MCPE)","1.99","536","3.5","$240,000.00","$115,900.00","$124,100.00"
"Fox Simulator","1.99","503","3.5","$240,000.00","$115,900.00","$124,100.00"
"ThemeKit","1.99","452","3.5","$240,000.00","$115,900.00","$124,100.00"
"Blokus™ – Attack, Block & Defend!","1.99","423","3.5","$240,000.00","$115,900.00","$124,100.00"
"Wildlife Simulator: Shark","1.99","369","3.5","$240,000.00","$115,900.00","$124,100.00"
"Deck Pass Plus","1.99","350","3.5","$240,000.00","$115,900.00","$124,100.00"
"Pro HDR X","1.99","345","3.5","$240,000.00","$115,900.00","$124,100.00"
"The World Factbook for iPad","1.99","273","3.5","$240,000.00","$115,900.00","$124,100.00"
"Krome Studio Service Plus","1.99","269","3.5","$240,000.00","$115,900.00","$124,100.00"
"Flirty Emoji Pro with Stickers Pack for Texting","1.99","238","3.5","$240,000.00","$115,900.00","$124,100.00"
"Color Keyboard Maker - Custom Themes & Emoji","1.99","222","3.5","$240,000.00","$115,900.00","$124,100.00"
"enzo!","1.99","220","3.5","$240,000.00","$115,900.00","$124,100.00"
"Little Builders - Trucks, Cranes & Digger for Kids","1.99","220","3.5","$240,000.00","$115,900.00","$124,100.00"
"Spy Calc - Hide pictures, videos, documents","1.99","207","3.5","$240,000.00","$115,900.00","$124,100.00"
"ULTRA4 Offroad Racing","1.99","205","3.5","$240,000.00","$115,900.00","$124,100.00"
"Fix My Car: Garage Wars - Furious Street Mechanic!","1.99","181","3.5","$240,000.00","$115,900.00","$124,100.00"
"PAUSE - Relaxation at your fingertip","1.99","180","3.5","$240,000.00","$115,900.00","$124,100.00"
"Mini Watch Games 14-in-1","1.99","166","3.5","$240,000.00","$115,900.00","$124,100.00"
"Wild Kratts Creature Power","1.99","155","3.5","$240,000.00","$115,900.00","$124,100.00"
"LightX","1.99","147","3.5","$240,000.00","$115,900.00","$124,100.00"
"Servers the Hunger Games Edition for Minecraft Pocket (PvP Multiplayer Servers for PE)","1.99","89","3.5","$240,000.00","$115,900.00","$124,100.00"
"Bachify","1.99","88","3.5","$240,000.00","$115,900.00","$124,100.00"
"Hunger Games Servers for Minecraft PE (Online)","1.99","87","3.5","$240,000.00","$115,900.00","$124,100.00"
"Mods for Minecraft PC Edition - Mod Installer Pocket Guide","1.99","80","3.5","$240,000.00","$115,900.00","$124,100.00"
"Microgue","1.99","77","3.5","$240,000.00","$115,900.00","$124,100.00"
"Pugmoji sticker keyboard by The BatPug","1.99","76","3.5","$240,000.00","$115,900.00","$124,100.00"
"Hunting USA","1.99","72","3.5","$240,000.00","$115,900.00","$124,100.00"
"Beyondium","1.99","66","3.5","$240,000.00","$115,900.00","$124,100.00"
"Funny Face Pro - 2000+ Stickers Pics Photos Editor","1.99","62","3.5","$240,000.00","$115,900.00","$124,100.00"
"Fran Bow Chapter 1","1.99","57","3.5","$240,000.00","$115,900.00","$124,100.00"
"Hue Halloween for Philips Hue","1.99","54","3.5","$240,000.00","$115,900.00","$124,100.00"
"Create Musical Vids - Dubsmash & Musical.ly Edition - Record yourself saying the best sounds","1.99","51","3.5","$240,000.00","$115,900.00","$124,100.00"
"PulpMX 2.0","1.99","46","3.5","$240,000.00","$115,900.00","$124,100.00"
"Ummo","1.99","44","3.5","$240,000.00","$115,900.00","$124,100.00"
"NOAA Hurricane Center HD","1.99","43","3.5","$240,000.00","$115,900.00","$124,100.00"
"KDMOJI","1.99","42","3.5","$240,000.00","$115,900.00","$124,100.00"
"Odd Squad: Blob Chase","1.99","38","3.5","$240,000.00","$115,900.00","$124,100.00"
"Fireman Sam - Fire & Rescue","1.99","38","3.5","$240,000.00","$115,900.00","$124,100.00"
"Tank Battle: 1945","1.99","36","3.5","$240,000.00","$115,900.00","$124,100.00"
"Dig Deep!","1.99","36","3.5","$240,000.00","$115,900.00","$124,100.00"
"Talisman: Horus Heresy","1.99","34","3.5","$240,000.00","$115,900.00","$124,100.00"
"FUT Wager","1.99","33","3.5","$240,000.00","$115,900.00","$124,100.00"
"Dumb Ways JR Boffo's Breakfast","1.99","31","3.5","$240,000.00","$115,900.00","$124,100.00"
"Crap! I'm Broke: Out of Pocket","1.99","30","3.5","$240,000.00","$115,900.00","$124,100.00"
"HealthFace","1.99","28","3.5","$240,000.00","$115,900.00","$124,100.00"
"The Lost Shield","1.99","27","3.5","$240,000.00","$115,900.00","$124,100.00"
"CreamCam+ auto selfie enhancer","1.99","25","3.5","$240,000.00","$115,900.00","$124,100.00"
"Mountain Biker","1.99","24","3.5","$240,000.00","$115,900.00","$124,100.00"
"Stick Texting – The College Series","1.99","24","3.5","$240,000.00","$115,900.00","$124,100.00"
"Lacrosse Arena","1.99","23","3.5","$240,000.00","$115,900.00","$124,100.00"
